OBJECTID,NAME,PMA,PARKSBND_AREA,SHAPE_Length,SHAPE_Area
236,LAKE CITY URBAN HUB VILLAGE,4476,10017.723151,426.118701832614,10017.6830808684
237,LAKE PEOPLE PARK (XACUA'BS),4439,22929.0872,609.980697023331,22928.995484509
238,LAKE UNION PARK,344,474955.863073,4628.38521391389,474953.963251641
239,LAKE WASHINGTON BOULEVARD,393,87.370004,46.1424798555835,87.3696548913455
240,LAKE WASHINGTON BOULEVARD,412,4134442.540611,76228.9859931236,4134426.00285888
241,LAKE WASHINGTON BOULEVARD,413,3609992.342054,19637.2904615637,3609977.90209422
242,LAKERIDGE PARK,411,1548465.087073,11996.9940627571,1548458.89321775
243,LAKERIDGE PLAYGROUND,3972,187403.294208,1758.17540522092,187402.544595403
244,LAKEVIEW PARK,365,195992.392427,3016.06706090913,195991.608457266
245,LAKEVIEW PLACE,366,180.091679,64.7121845784176,180.090958655229
246,LAKEWOOD MOORAGE,4040,541629.504927,2993.26472482729,541627.338410488
247,LAKEWOOD MOORAGE,4041,35627.878392,734.990326822962,35627.7358811716
248,LAKEWOOD PLAYGROUND,414,85897.687968,1195.79857056736,85897.3443783414
249,LAKEWOOD TRIANGLE,4024,5370.534325,313.57967840354,5370.5128428274
250,LAMBERT PLACE,3906,1392.816058,180.343796118773,1392.81048639448
251,LANDING PARKWAY,3929,15711.968737,1071.88696816647,15711.905888669
252,LANGSTON HUGHES ANNEX,256,7752.438794,377.180247961355,7752.4077842575
253,LANGSTON HUGHES CULTURAL ARTS,256,44851.883724,993.037156612823,44851.7043173406
254,LAURELHURST PLAYFIELD,340,576465.155203,3161.46475827427,576462.84934302
255,LAURELHURST RECREATION CENTER,4442,5619.09866,386.647759598266,5619.07618323731
256,LAURELHURST TRIANGLE,4162,913.201189,111.120931008837,913.19753584569
257,LAVILLA MEADOWS NATURAL AREA ON THORNTON CREEK,4482,190641.683251,2169.0455512256,190640.920684142
258,LAWTON PARK,316,414330.888971,4823.86904612923,414329.231649215
259,LESCHI PARK,367,560431.786521,5193.5001104685,560429.544796532
260,LESCHI PARK AND SOUTH MOORAGE,367,195185.727709,1955.69938647841,195184.946966069
261,LESCHI-LAKE DELL NATURAL AREA,263,164943.715963,4876.19727761151,164943.056188523
262,LEWIS PARK,4076,163725.16718,3405.31492826407,163724.512279829
263,LICORICE FERN NATURAL AREA ON THORNTON CREEK,4479,341025.391672,4117.73446942819,341024.027572015
264,LICTON SPRINGS PARK,286,328830.902573,2422.90222002001,328829.587252093
265,LINCOLN PARK,460,5541025.620813,10989.450586844,5541003.45673701
266,LINDEN ORCHARD PARK,4419,14396.958782,538.456124590476,14396.9011941119
267,LITTLE BROOK CREEK NATURAL AREA,4617,104304.114418,1548.03302405257,104303.697201978
268,LITTLE BROOK PARK,297,38607.209566,867.560578168402,38607.0551372667
269,LLANDOVER WOODS GREENSPACE,301,395874.417756,4602.80068150763,395872.834261685
270,LONGFELLOW CREEK GREENSPACE,264,256357.706866,4661.07813650733,256356.681438667
271,LONGFELLOW CREEK GREENSPACE,265,2059361.799829,27985.1898607231,2059353.5623917
272,LONGFELLOW CREEK GREENSPACE,267,152254.84776,3318.50478580565,152254.23874117
273,LONGFELLOW CREEK NATURAL AREA,265,40275.723527,930.441488427558,40275.5624242155
274,"LOWERY C. ""POP"" MOUNGER POOL",4473,56400.671829,1156.16716424414,56400.4462257184
275,LOWMAN BEACH PARK,461,178200.92294,1824.966381697,178200.210136208
276,LOYAL HEIGHTS PLAYFIELD,289,291077.530427,2173.22479003132,291076.366117914
277,LYNN STREET MINI PARK,4075,4697.754119,361.611509422622,4697.7353278124
278,MACLEAN PARK,4422,44429.534925,964.102387214683,44429.3572070713
279,MADISON PARK,369,360582.160157,3061.55400799365,360580.717828165
280,MADISON PARK NORTH BEACH,4441,195521.584866,1778.86198120668,195520.802779651
281,MADRONA BRIAR PATCH,4005,7488.717735,381.033053975352,7488.68778034125
282,MADRONA PARK,370,1256046.410136,10965.0665566033,1256041.38595611
283,MADRONA PLAYGROUND,371,77035.303879,1170.05224894071,77034.9957365348
284,MADRONA RAVINE,2856,36855.601541,1216.86345274088,36855.4541188675
285,MAGNOLIA BOULEVARD,317,965.315487,159.249292585132,965.311625873274
286,MAGNOLIA BOULEVARD,2843,2337559.510621,30831.1215265079,2337550.16039109
287,MAGNOLIA GREENBELT,492,139309.774765,3491.40529132287,139309.217526535
288,MAGNOLIA MANOR PARK,747,268497.222406,2263.97499826746,268496.148417506
289,MAGNOLIA PARK,317,510531.487488,9154.75734521795,510529.445366514
290,MAGNOLIA TIDELANDS PARK,3041,7672071.247304,83307.8361061574,7672040.55904867
291,MAPLE LEAF COMMUNITY GARDEN,4434,15985.399719,509.507780615504,15985.3357773318
292,MAPLE LEAF RESERVOIR PARK,3881,1084249.05977,4223.23671011932,1084244.72277807
293,MAPLE SCHOOL RAVINE,1630,330999.14904,7636.07204992157,330997.825045448
294,MAPLE SPRINGS NATURAL AREA,4615,46644.093266,1608.52104657887,46643.906690211
295,MAPLE WOOD PLAYFIELD,418,691349.86068,3725.98743113512,691347.095282174
296,MARRA-DESIMONE PARK,4447,377896.58059,2737.81796473524,377895.069005228
297,MARSHALL PARK,320,34088.68082,790.296632496921,34088.54446592
298,MARTHA WASHINGTON PARK,432,417194.493865,2629.46082562932,417192.825088764
299,MARTIN LUTHER KING JR MEMORIAL,3923,191294.901096,2501.06182782193,191294.135918204
300,MARVINS GARDEN,298,4482.454109,322.980533867965,4482.43617914223
301,MATTHEWS BEACH PARK,347,956042.104073,6856.39610270994,956038.279910855
302,MAYFAIR PARK,321,43086.30542,889.834129827161,43086.133075301
303,MCGILVRA BOULEVARD,4013,22333.951919,2469.68177826296,22333.8625848293
304,MCGILVRA PLACE,4008,2652.021071,257.989388576357,2652.01046310498
305,MCGRAW SQUARE,339,644.817639,123.630476416278,644.815059994668
306,ME-KWA-MOOKS NATURAL AREA,268,295525.359431,5999.93818547887,295524.177331132
307,ME-KWA-MOOKS PARK,473,751919.252225,5125.12077092539,751916.244552632
308,MEADOWBROOK PLAYFIELD,352,851211.769399,4027.08961186205,851208.364554146
309,MEADOWBROOK TEEN LIFE CENTER,352,7637.798913,375.340128645128,7637.76836210539
310,MERIDIAN PLAYGROUND,1104,293196.836904,2931.34925714958,293195.664117955
311,MILLER TRIANGLE,4015,8179.605774,514.615444288101,8179.57305536934
312,MINERAL SPRINGS PARK,291,173101.536247,2165.4508448815,173100.843843282
313,MOCK CREEK RAVINE,277,44096.673785,1080.25626717761,44096.4973981855
314,MONTLAKE BOULEVARD,4021,11469.267061,1084.99384031519,11469.2211830783
315,MONTLAKE PLAYFIELD,376,1135292.132955,8691.17396872287,1135287.59179268
316,MORGAN JUNCTION PARK,4460,28632.751628,968.701488808934,28632.6370973884
317,MOUNT BAKER BOULEVARD,4020,319096.214725,5368.03021315322,319094.93834195
318,MOUNT BAKER PARK,405,158396.726544,2852.72051606153,158396.092958253
319,MOUNT BAKER PARK,419,1078079.120413,15392.7946068461,1078074.80809772
320,MOUNT CLAIRE PARK,4019,50990.97532,2433.5730012211,50990.7713571126
321,MT BAKER RIDGE VIEWPOINT,4427,5043.740823,326.51391089005,5043.72064804619
322,MYRTLE EDWARDS PARK,311,209609.455841,3611.82395419727,209608.617405419
323,MYRTLE RESERVOIR PARK,4463,159366.920501,2381.82696047477,159366.283033534
324,NANTES PARK,3916,14125.482619,485.261116935842,14125.4261171936
325,NE 60TH STREET PARK,3975,14467.919812,841.755311465792,14467.8619407783
326,NORAS WOODS,4403,15161.429449,493.727513413409,15161.3688036116
327,NORTH BEACH PARK,247,359057.653824,5685.03672599591,359056.217595564
328,NORTH BEACH RAVINE: 30TH NW NATURAL AREA,271,59981.618922,2150.7617629992,59981.3789954277
329,NORTH LESCHI MOORAGE,367,287977.003432,2401.11842161473,287975.851524119
330,NORTH PARK SHOPS,481,97399.124971,1263.42739405655,97398.7353755114
331,NORTH PASSAGE POINT PARK,2956,34722.138691,833.872293235875,34721.9998032343
332,NORTHACRES PARK,361,900522.847239,4174.92520227947,900519.245151404
333,NORTHEAST QUEEN ANNE GREENBELT,279,432699.591078,7535.93359715187,432697.860280033
334,NORTHGATE COMMUNITY CENTER,4425,102980.215021,1290.22091404425,102979.80310297
335,NORTHGATE PARK,4445,51498.587752,936.030637926204,51498.3817584292
336,NORTHLAKE PARK,4452,1659.700192,212.509077639656,1659.69355352115
337,NW 60TH STREET VIEWPOINT,4161,5346.534796,364.667452792248,5346.51341018062
338,OBSERVATORY COURTS,322,36209.771604,820.13524698461,36209.626765468
339,OCCIDENTAL SQUARE,323,26627.306013,701.651605580831,26627.1995031637
340,OPEN WATER PARK,3005,611502.86605,3808.60272555608,611500.42004029
341,ORCHARD STREET RAVINE,300,74305.708384,1663.96775598715,74305.4111595783
342,OTHELLO PARK,403,329440.956566,2430.2861649738,329439.638806476
343,OXBOW PARK,4416,35415.357111,794.568675816312,35415.2154497672
344,PARK HOME CIRCLE,4027,2827.071548,188.489419232719,2827.06023957125
345,PARKMONT PLACE,4009,9187.767657,802.410879327002,9187.73090550334
346,PARSONS GARDENS,324,19250.91849,558.268768525939,19250.8414865221
347,PELLY PLACE NATURAL AREA,237,44779.014043,1267.08663662516,44778.834926714
348,PENDLETON MILLER PLAYFIELD,373,329405.938467,2847.5845975268,329404.620844005
349,PEPPIS PLAYGROUND,378,99679.586384,1229.17220175595,99679.1876650325
350,PICARDO (RAINIE) P-PATCH,4322,127560.158383,1417.10115552153,127559.6481427
351,PIERS 62 AND 63,274,88215.779856,1490.23106979517,88215.4269927044
352,PIGEON POINT,282,1310747.411156,8030.85420120353,1310742.16817062
353,PINEHURST PLAYGROUND,382,54846.539681,949.731611522021,54846.320294587
354,PINEHURST POCKET PARK,4444,8104.743913,375.32396812793,8104.71149427556
355,PIONEER SQUARE,325,13852.940907,570.223617072844,13852.885495361
356,PIPERS CREEK NATURAL AREA,275,406754.49024,3770.14847604494,406752.863222495
357,PLUM TREE PARK,387,14397.832322,480.027975928478,14397.7747301525
358,PLYMOUTH PILLARS PARK,4000,29733.633179,1271.44500559196,29733.5142446641
359,POWELL BARNETT PARK,345,189757.733015,1884.90102172765,189756.973987829
360,PRATT PARK,390,237941.884273,2250.40178615652,237940.932507419
361,PREFONTAINE PLACE,326,1809.824619,213.504587563613,1809.81737949921
362,PRENTIS I. FRAZIER PARK,357,15901.868822,544.429493442305,15901.8052147961
363,PRITCHARD ISLAND BEACH,420,584016.255732,5778.45946048322,584013.919670506
364,PUGET BOULEVARD,4158,258799.129157,5276.49349389705,258798.093961041
365,PUGET CREEK EDIBLE PARK,4572,29350.806556,739.168487516141,29350.6891531749
366,PUGET CREEK GREENSPACE,3993,303563.180623,4781.01063287368,303561.966371126
367,PUGET CREEK NATURAL AREA,3993,39253.302415,1134.30674638759,39253.1454007986
368,PUGET PARK,462,956208.01539,6727.92315666273,956204.190562312
369,PUGET RIDGE PLAYGROUND,4201,6261.688562,417.853409678135,6261.66351600139
370,QUEEN ANNE BOULEVARD,328,1317471.844324,40353.7490391699,1317466.57443939
371,QUEEN ANNE BOWL PLAYFIELD,3984,236235.1377,2943.82196110848,236234.192759587
372,QUEEN ANNE SWIMMING POOL,337,43550.513694,965.68617315732,43550.3394918217
373,RAINBOW POINT,4045,34611.027042,1195.26614608665,34610.8885979424
374,RAINIER BEACH COMMUNITY CENTER,434,126329.245476,1532.28317670478,126328.740159469
375,RAINIER BEACH PLAYFIELD,422,412440.193335,2772.4787487617,412438.543575808
376,RAINIER BEACH URBAN FARM AND WETLANDS,3946,434564.808928,5223.85352562119,434563.070667385
377,RAINIER PLACE,3999,412.299106,86.2881962248062,412.297456789476
378,RAINIER PLAYFIELD,423,413283.605792,2570.67660756515,413281.952659467
379,RAVENNA BOULEVARD,388,329432.83715,15017.6126767869,329431.519424972
380,RAVENNA PARK,391,2174801.934816,10025.1912863135,2174793.23561269
381,RAVENNA RAVINE,254,42333.492131,1048.97277040844,42333.3227979789
382,RAVENNA WOODS,4411,50208.651985,961.938361361239,50208.4511508502
383,RAVENNA-ECKSTEIN PARK,488,143615.827076,1993.91683246461,143615.252614589
384,REGRADE PARK,336,12959.375662,456.003713059087,12959.3238249407
385,RIVERVIEW PLAYFIELD,463,1840779.31,6920.3536600862,1840771.94688843
386,ROANOKE PARK,379,109540.438609,2253.2446623623,109540.000448286
387,ROANOKE STREET MINI PARK,4084,4701.688414,480.875573970561,4701.66960661497
388,ROGERS PLAYGROUND,380,83660.36561,1181.80645604917,83660.0309698774
389,ROOSEVELT LAND-BANK SITE,4653,8701.726618,484.820794355364,8701.69181145496
390,ROSS PLAYGROUND,248,102318.223309,1409.37570210271,102317.814035732
391,ROTARY VIEWPOINT,4465,97590.621594,2758.68076342838,97590.2312333496
392,ROXHILL PARK,464,583537.251923,3812.54182995252,583534.917776684
393,S CHARLESTOWN & 35TH AVE S,4483,38660.403054,789.091821426042,38660.2484121386
394,S.W. COMMUNITY CENTER AND POOL,3996,104931.845657,1362.32659531614,104931.425929317
395,SACAJAWEA PLAYGROUND,394,113467.696705,1361.45902411188,113467.242834757
396,SALMON BAY PARK,249,122885.013647,1465.6846792414,122884.522106581
397,SAM SMITH PARK,4242,936860.510055,11169.8791964846,936856.762619439
398,SANDEL PLAYGROUND,250,161891.473139,1739.22047044653,161890.825573376
399,SCHMITZ BOULEVARD,4236,103977.441069,2562.38332612435,103977.025159601
400,SCHMITZ PRESERVE PARK,465,2311529.376994,11289.3680725751,2311520.13088608
401,SEACREST PARK,455,704266.023676,5441.37904232001,704263.20661197
402,SEATTLE AQUARIUM,335,203736.420002,2168.11866095836,203735.60505557
403,SEOLA BEACH GREENBELT,466,23531.040365,963.523174203006,23530.9462414162
404,SEOLA PARK,466,615245.88215,6854.31503571119,615243.421168646
405,SEVEN HILLS PARK,4466,17330.242331,528.510750856506,17330.1730105944
406,SEWARD PARK,428,12809775.848394,16963.250268809,12809724.6093454
407,SIERRA PLACE,3928,640.143887,124.466157591377,640.141326067683
408,SMITH COVE PARK,4433,414345.971544,5133.61109925471,414344.314161445
409,SOLSTICE PARK,4453,312494.552834,2461.24858694609,312493.302857947
410,SOUNDVIEW PLAYFIELD,251,458017.909064,2879.06678196412,458016.076995403
411,SOUNDVIEW TERRACE,3987,13215.883196,765.655243562549,13215.8303321533
412,SOUTH DAY STREET PARK,4082,169286.230327,1746.68566364657,169285.553183545
413,SOUTH PARK MEADOW,4048,42909.059313,828.613597659382,42908.88767811
414,SOUTH PARK PLAYGROUND,467,241910.572983,1955.65212439191,241909.605341635
415,SOUTH PARK PLAZA,4491,36280.172238,769.52656103817,36280.0271173699
416,SOUTH PASSAGE POINT PARK,377,38765.539696,882.349824437222,38765.3846347578
417,SPRING STREET MINI PARK,381,14304.099986,478.400073013278,14304.0427697536
418,SPRUCE STREET MINI PARK,3117,31987.854633,755.955252984029,31987.7266814093
419,ST MARKS GREENBELT,2848,128747.107588,3173.07771742586,128746.592600952
420,STANLEY SAYRES MEMORIAL PARK,425,968353.732583,10555.9282318602,968349.859175676
421,STEVENS PLACE,3919,8069.763024,455.352218090667,8069.73074556101
422,STEVENS TRIANGLE,3981,3096.817975,412.143991687798,3096.80558758329
423,STIM BULLITT NATURAL AREA,4488,237930.947592,2844.00550091156,237929.995868048
424,STREISSGUTH GARDENS,4628,30297.023391,816.850324069817,30296.9022024263
425,STURGUS PARK,592,92487.615447,2374.12076975089,92487.2454970659
426,STURTEVANT RAVINE,290,122273.556099,2576.25397502287,122273.067003885
427,SUMMIT PLACE,383,764.632218,134.462362708974,764.629159268049
